"('year', '')","('month', '')","('station', '')","('weather_tavg', 'mean')","('weather_tmin', 'mean')","('weather_tmax', 'mean')","('weather_prcp', 'sum')","('weather_prcp', 'max')","('weather_prcp', 'min')","('weather_prcp', 'mean')","('weather_wdir', 'mean')","('weather_wspd', 'mean')","('lon', 'mean')","('lat', 'mean')"
1981,2,Switzerland,-0.7375,-3.2976190476190474,3.066666666666667,88.7,14.4,0.0,1.055952380952381,163.85714285714286,8.285714285714286,8.2275,46.8182
1981,3,Ireland,8.33010752688172,5.275824175824176,11.426373626373627,386.0,24.9,0.0,4.241758241758242,210.90769230769232,21.901298701298703,-7.3055,53.77980000000001
1981,3,Switzerland,7.532258064516129,4.316129032258064,12.359139784946237,284.7,21.4,0.0,3.061290322580645,238.5,9.459090909090909,8.2275,46.8182
1981,4,Ireland,8.575555555555555,4.846067415730337,12.455555555555556,99.0,18.0,0.0,1.1,187.97916666666666,16.158536585365855,-7.3055,53.779799999999994
1981,4,Switzerland,10.023333333333333,5.195555555555556,15.472222222222221,54.8,8.8,0.0,0.6088888888888888,109.0,10.35909090909091,8.2275,46.8182
1981,5,Ireland,10.503225806451612,7.297849462365592,14.089130434782609,439.4,26.9,0.0,4.882222222222222,185.04225352112675,19.235632183908045,-7.3055,53.77980000000001
1981,5,Switzerland,12.317741935483872,7.906451612903226,17.855913978494623,349.6,50.2,0.0,3.7591397849462367,136.5,8.428571428571429,8.2275,46.8182
1981,6,Ireland,12.925555555555555,9.729213483146067,16.702222222222222,217.4,28.8,0.0,2.4155555555555557,243.77777777777777,19.344444444444445,-7.3055,53.779799999999994
1981,6,Switzerland,16.215,10.796666666666667,21.406666666666666,170.5,29.2,0.0,1.8944444444444444,285.0,8.165000000000001,8.2275,46.8182
1981,7,Ireland,14.564516129032258,11.451612903225806,18.365591397849464,104.2,13.0,0.0,1.145054945054945,255.25757575757575,17.6375,-7.3055,53.77980000000001
1981,7,Switzerland,16.811290322580643,12.086021505376344,22.182795698924732,403.1,31.2,0.0,4.334408602150538,167.0,6.927777777777778,8.2275,46.8182
1981,8,Ireland,15.99247311827957,12.36304347826087,20.29247311827957,57.1,11.9,0.0,0.6206521739130435,224.18,12.8625,-7.3055,53.77980000000001
1981,8,Switzerland,18.175806451612903,12.453763440860216,24.29784946236559,147.8,58.9,0.0,1.589247311827957,106.0,8.861538461538462,8.2275,46.8182
1981,9,Ireland,14.034444444444443,10.9561797752809,17.644444444444446,385.2,27.9,0.0,4.28,204.74576271186442,17.021428571428572,-7.3055,53.779799999999994
1981,9,Switzerland,14.691666666666666,10.908888888888889,19.397777777777776,414.3,43.8,0.0,4.6033333333333335,172.0,8.522727272727273,8.2275,46.8182
1981,10,Ireland,7.941935483870968,4.348888888888888,11.401098901098901,260.7,23.5,0.0,2.8336956521739127,252.77333333333334,19.523255813953487,-7.3055,53.77980000000001
1981,10,Switzerland,9.711290322580645,5.919354838709677,13.86989247311828,409.6,26.4,0.0,4.404301075268817,233.57142857142858,11.730434782608697,8.2275,46.8182
1981,11,Ireland,8.773333333333333,5.724444444444445,11.301111111111112,218.1,37.1,0.0,2.450561797752809,224.01298701298703,21.748314606741573,-7.3055,53.779799999999994
1981,11,Switzerland,4.558333333333334,1.4333333333333333,8.63,145.6,26.0,0.0,1.6177777777777778,113.125,10.726086956521739,8.2275,46.8182
1981,12,Ireland,3.821505376344086,0.8296703296703297,6.126086956521739,370.1,52.1,0.0,3.9795698924731187,196.75384615384615,19.503529411764706,-7.3055,53.77980000000001
1981,12,Switzerland,1.459016393442623,-1.0408602150537634,4.331182795698925,517.2,26.7,0.0,5.561290322580645,162.8,13.192,8.2275,46.8182
1982,1,Ireland,5.503225806451613,2.4209876543209874,7.959036144578313,209.9,26.9,0.0,3.18030303030303,196.15384615384616,22.349999999999998,-7.3055,53.77980000000001
1982,1,Switzerland,1.6274193548387097,-1.1150537634408602,4.021505376344086,305.0,50.1,0.0,3.2795698924731185,171.0,8.885,8.2275,46.8182
1982,2,Ireland,6.730952380952381,3.545121951219512,9.639285714285714,287.7,39.9,0.0,3.836,185.640625,23.346835443037975,-7.3055,53.7798
1982,2,Switzerland,1.5357142857142858,-1.144047619047619,5.152380952380953,54.3,7.3,0.0,0.6464285714285714,43.0,7.192857142857142,8.2275,46.8182
1982,3,Ireland,6.519354838709677,2.732584269662921,10.311111111111112,262.4,16.0,0.0,3.1238095238095234,237.3015873015873,23.517857142857142,-7.3055,53.77980000000001
1982,3,Switzerland,4.459677419354839,1.0559139784946237,9.478494623655914,185.8,18.5,0.0,1.9978494623655916,138.5,14.41304347826087,8.2275,46.8182
1982,4,Ireland,9.134444444444444,4.961111111111111,13.38,69.0,23.1,0.0,1.0298507462686568,225.17073170731706,13.47816091954023,-7.3055,53.779799999999994
1982,4,Switzerland,8.05,2.8655555555555554,13.842222222222222,74.8,20.9,0.0,0.8311111111111111,44.0,14.46,8.2275,46.8182
1982,5,Ireland,10.725806451612904,6.978260869565218,14.841935483870968,213.2,13.0,0.0,2.538095238095238,208.20967741935485,17.7,-7.3055,53.77980000000001
1982,5,Switzerland,13.158064516129032,7.563440860215054,19.47204301075269,143.9,25.0,0.0,1.5473118279569893,55.0,8.469565217391304,8.2275,46.8182
1982,6,Ireland,13.944444444444445,10.547727272727274,17.729545454545455,417.3,45.0,0.0,5.564,158.52272727272728,14.549999999999999,-7.3055,53.779799999999994
1982,6,Switzerland,17.14333333333333,12.446666666666667,22.657777777777778,465.5,38.7,0.0,5.1722222222222225,242.4,7.654999999999999,8.2275,46.8182
1982,7,Ireland,15.782795698924732,11.679775280898877,19.959139784946238,48.2,10.9,0.0,0.617948717948718,205.78048780487805,11.1875,-7.3055,53.77980000000001
1982,7,Switzerland,19.75483870967742,14.65268817204301,25.348387096774193,378.5,56.0,0.0,4.06989247311828,111.0,7.98125,8.2275,46.8182
1982,8,Ireland,14.805376344086023,11.194565217391306,18.76989247311828,267.5,34.0,0.0,3.074712643678161,264.0983606557377,18.81111111111111,-7.3055,53.77980000000001
1982,8,Switzerland,17.37741935483871,13.121505376344086,22.566666666666666,357.7,24.4,0.0,3.846236559139785,288.2,8.245833333333334,8.2275,46.8182
1982,9,Ireland,13.402222222222223,9.833333333333334,16.814606741573034,244.3,20.1,0.0,3.0924050632911393,215.6346153846154,15.919540229885058,-7.3055,53.779799999999994
1982,9,Switzerland,16.028333333333332,11.773333333333332,21.758888888888887,174.3,39.0,0.0,1.9366666666666668,120.0,8.23157894736842,8.2275,46.8182
1982,10,Ireland,10.372043010752689,7.137931034482759,13.40689655172414,425.5,40.9,0.0,4.9476744186046515,220.53968253968253,19.834177215189875,-7.3055,53.77980000000001
1982,10,Switzerland,9.501612903225807,7.190322580645161,13.25268817204301,351.2,23.6,0.0,3.7763440860215054,233.44444444444446,10.061904761904762,8.2275,46.8182
1982,11,Ireland,7.545555555555556,4.641111111111111,9.901111111111112,438.3,36.1,0.0,5.280722891566265,221.94520547945206,22.443181818181817,-7.3055,53.779799999999994
1982,11,Switzerland,5.9816666666666665,3.1344444444444446,9.697777777777777,202.0,34.0,0.0,2.2444444444444445,181.66666666666666,9.204545454545455,8.2275,46.8182
1982,12,Ireland,5.6,2.158064516129032,8.151612903225807,347.9,35.1,0.0,3.823076923076923,233.10294117647058,20.74285714285714,-7.3055,53.77980000000001
1982,12,Switzerland,3.22741935483871,1.1591397849462366,5.993548387096774,336.1,33.3,0.0,3.613978494623656,173.33333333333334,10.639130434782608,8.2275,46.8182
1983,1,Ireland,7.101075268817204,3.903296703296703,9.493333333333332,328.4,23.1,0.0,3.7747126436781606,238.33333333333334,28.614772727272726,-7.3055,53.77980000000001
1983,1,Switzerland,2.3306451612903225,0.06989247311827954,6.290322580645161,178.2,17.6,0.0,1.9161290322580644,231.2,7.4,8.2275,46.8182
1983,2,Ireland,3.661904761904762,1.0107142857142857,6.1253012048192765,198.4,40.9,0.0,2.6453333333333333,164.6818181818182,23.061728395061728,-7.3055,53.7798
1983,2,Switzerland,-0.6839285714285713,-2.9369047619047617,2.6285714285714286,160.0,21.6,0.0,1.9047619047619047,80.85714285714286,9.731818181818182,8.2275,46.8182
1983,3,Ireland,7.538709677419355,4.723595505617977,10.423913043478262,242.9,33.0,0.0,2.7602272727272728,245.95454545454547,20.998795180722894,-7.3055,53.77980000000001
1983,3,Switzerland,5.659677419354838,2.029032258064516,10.659139784946237,224.9,28.5,0.0,2.4182795698924733,202.83333333333334,8.972,8.2275,46.8182
1983,4,Ireland,6.163333333333334,2.169879518072289,10.317045454545454,213.7,20.1,0.0,2.5746987951807228,193.19148936170214,15.50135135135135,-7.3055,53.779799999999994
1983,4,Switzerland,9.048333333333334,5.132222222222222,14.25111111111111,282.3,17.5,0.0,3.1366666666666667,229.66666666666666,10.934782608695652,8.2275,46.8182
1983,5,Ireland,9.502150537634408,6.16195652173913,13.005681818181818,287.0,23.5,0.0,3.376470588235294,206.12121212121212,17.197674418604652,-7.3055,53.77980000000001
1983,5,Switzerland,10.94032258064516,7.045161290322581,15.682795698924732,506.8,55.0,0.0,5.449462365591398,223.0,8.120833333333334,8.2275,46.8182
1983,6,Ireland,13.469999999999999,9.735227272727274,17.50561797752809,124.0,14.0,0.0,1.7714285714285714,232.26666666666668,14.508750000000001,-7.3055,53.779799999999994
1983,6,Switzerland,17.426666666666666,12.241111111111111,22.971111111111114,185.9,32.4,0.0,2.0655555555555556,36.75,8.98235294117647,8.2275,46.8182
1983,7,Ireland,17.74838709677419,13.553260869565218,22.433333333333334,59.699999999999996,34.0,0.0,0.9629032258064515,221.27777777777777,11.065555555555555,-7.3055,53.77980000000001
1983,7,Switzerland,22.411290322580644,15.623655913978494,29.437634408602147,125.6,22.3,0.0,1.3505376344086022,,4.96,8.2275,46.8182
1983,8,Ireland,17.0,13.123655913978494,21.289247311827957,153.9,26.9,0.0,1.92375,214.0,11.588043478260868,-7.3055,53.77980000000001
1983,8,Switzerland,18.89032258064516,13.881720430107526,24.79462365591398,170.8,20.9,0.0,1.8365591397849463,,6.691666666666666,8.2275,46.8182
1983,9,Ireland,13.297777777777778,10.097752808988764,16.694444444444443,349.7,31.0,0.0,4.317283950617284,214.13513513513513,21.80697674418605,-7.3055,53.779799999999994
1983,9,Switzerland,15.106666666666666,10.403333333333332,20.893333333333334,285.9,42.5,0.0,3.1766666666666663,230.0,6.9239999999999995,8.2275,46.8182
1983,10,Ireland,10.548387096774194,7.24945054945055,13.503260869565217,317.8,21.1,0.0,3.7388235294117647,225.25316455696202,24.40352941176471,-7.3055,53.77980000000001
1983,10,Switzerland,9.988709677419354,6.193548387096774,14.797849462365592,140.5,37.7,0.0,1.510752688172043,146.4,6.672000000000001,8.2275,46.8182
1983,11,Ireland,8.932222222222222,6.036046511627907,10.906896551724138,144.5,23.1,0.0,1.8291139240506329,185.97014925373134,16.904938271604937,-7.3055,53.779799999999994
1983,11,Switzerland,4.038333333333333,1.4111111111111112,7.0922222222222215,218.1,39.5,0.0,2.4233333333333333,138.0,8.228,8.2275,46.8182
1983,12,Ireland,7.751612903225806,4.346666666666667,9.665217391304349,382.7,36.2,0.0,4.724691358024692,217.32,23.988636363636363,-7.3055,53.77980000000001
1983,12,Switzerland,1.4725806451612902,-1.0010752688172042,4.634408602150538,146.3,27.7,0.0,1.5731182795698926,218.4,7.00952380952381,8.2275,46.8182
1984,1,Ireland,4.212903225806452,0.9692307692307692,7.272826086956522,486.4,35.1,0.0,5.404444444444445,239.82758620689654,28.64395604395604,-7.3055,53.77980000000001
1984,1,Switzerland,1.217741935483871,-1.1849462365591399,4.65268817204301,312.8,15.5,0.0,3.363440860215054,222.14285714285714,9.2,8.2275,46.8182
1984,2,Ireland,6.049425287356321,2.8333333333333335,8.780459770114943,239.7,27.9,0.0,2.923170731707317,212.08196721311475,22.126506024096386,-7.305500000000001,53.7798
1984,2,Switzerland,0.4241379310344828,-1.4655172413793103,3.4482758620689653,217.8,32.1,0.0,2.5034482758620693,112.8,14.52,8.2275,46.8182
1984,3,Ireland,5.34731182795699,2.365217391304348,8.55934065934066,147.9,26.9,0.0,1.7607142857142857,164.55172413793105,15.664367816091954,-7.3055,53.77980000000001
1984,3,Switzerland,2.891935483870968,-0.8096774193548387,8.065591397849463,117.1,23.4,0.0,1.2591397849462365,132.16666666666666,11.7,8.2275,46.8182
1984,4,Ireland,9.023333333333333,4.932222222222222,13.25111111111111,111.4,19.1,0.0,1.4282051282051282,184.5079365079365,16.70561797752809,-7.3055,53.779799999999994
1984,4,Switzerland,7.8116666666666665,2.861111111111111,13.45111111111111,118.0,31.4,0.0,1.3111111111111111,79.42857142857143,11.216,8.2275,46.8182
1984,5,Ireland,10.250537634408602,5.194623655913979,14.913978494623656,91.2,26.9,0.0,1.3217391304347827,217.0,15.5,-7.3055,53.77980000000001
1984,5,Switzerland,10.212903225806452,6.195698924731183,14.949462365591398,248.3,20.1,0.0,2.6698924731182796,150.6,10.350000000000001,8.2275,46.8182
1984,6,Ireland,13.885555555555555,10.24,18.18888888888889,117.5,21.1,0.0,1.6095890410958904,255.69354838709677,16.972413793103446,-7.3055,53.779799999999994
1984,6,Switzerland,15.811666666666667,9.94111111111111,21.59777777777778,174.3,29.1,0.0,1.9366666666666668,258.0,7.0476190476190474,8.2275,46.8182
1984,7,Ireland,16.219354838709677,11.476344086021506,21.32150537634409,95.7,14.0,0.0,1.2592105263157896,216.58333333333334,14.534065934065934,-7.3055,53.77980000000001
1984,7,Switzerland,18.91774193548387,12.36021505376344,25.351612903225803,140.7,28.7,0.0,1.5129032258064514,,7.521739130434782,8.2275,46.8182
1984,8,Ireland,16.508602150537634,12.619780219780221,20.8,202.5,31.0,0.0,2.7739726027397262,182.85106382978722,13.455056179775282,-7.3055,53.77980000000001
1984,8,Switzerland,17.883870967741935,12.97741935483871,23.563440860215056,162.9,43.7,0.0,1.7516129032258065,,6.504347826086956,8.2275,46.8182
1984,9,Ireland,13.066666666666666,9.617045454545455,16.686666666666667,236.4,18.8,0.0,2.8481927710843373,267.89230769230767,17.78372093023256,-7.3055,53.779799999999994
1984,9,Switzerland,13.531666666666666,9.933333333333334,18.183333333333334,517.8,49.3,0.0,5.753333333333333,214.5,7.32,8.2275,46.8182
1984,10,Ireland,10.794623655913979,7.173913043478261,14.386666666666667,276.40000000000003,23.1,0.0,3.3707317073170735,216.53947368421052,20.396551724137932,-7.3055,53.77980000000001
1984,10,Switzerland,10.55967741935484,6.881720430107527,14.8247311827957,217.4,46.2,0.0,2.3376344086021508,,6.823809523809524,8.2275,46.8182
1984,11,Ireland,6.992222222222222,3.717441860465116,9.821590909090908,389.7,36.1,0.0,4.639285714285714,185.0,18.02469135802469,-7.3055,53.779799999999994
1984,11,Switzerland,6.175,3.6144444444444446,9.831111111111111,166.7,30.3,0.0,1.852222222222222,220.0,5.078571428571429,8.2275,46.8182
1984,12,Ireland,6.595698924731183,3.029347826086956,9.237362637362638,257.6,31.3,0.0,3.1036144578313256,223.17391304347825,19.346153846153847,-7.3055,53.77980000000001
1984,12,Switzerland,2.401639344262295,0.3010752688172043,4.537634408602151,147.8,38.4,0.0,1.589247311827957,78.5,9.094444444444443,8.2275,46.8182
1985,1,Ireland,2.721505376344086,-0.6903225806451613,5.372043010752688,177.4,30.0,0.0,1.9711111111111113,183.28358208955223,16.138709677419357,-7.3055,53.77980000000001
1985,1,Switzerland,-4.385483870967741,-7.747311827956989,-1.6741935483870967,228.8,34.4,0.0,2.460215053763441,135.5,11.171428571428573,8.2275,46.8182
1985,2,Ireland,5.442857142857143,2.83875,7.874074074074073,178.8,38.1,0.0,2.5542857142857143,144.18309859154928,22.92948717948718,-7.3055,53.7798
1985,2,Switzerland,-0.12321428571428572,-3.9547619047619045,4.239285714285715,190.2,29.4,0.0,2.2642857142857142,54.0,6.2,8.2275,46.8182
1985,3,Ireland,5.794623655913978,2.174725274725275,9.333695652173914,243.0,25.9,0.0,3.0375,233.7948717948718,20.39438202247191,-7.3055,53.77980000000001
1985,3,Switzerland,3.609677419354839,0.07419354838709678,7.552688172043011,155.7,24.9,0.0,1.6741935483870967,82.25,9.685714285714285,8.2275,46.8182
1985,4,Ireland,8.902222222222223,5.318888888888889,12.877777777777778,184.7,18.0,0.0,2.337974683544304,213.55421686746988,23.71222222222222,-7.3055,53.779799999999994
1985,4,Switzerland,9.018333333333334,4.268888888888889,14.375555555555556,259.9,23.3,0.0,2.8877777777777776,223.5,10.08125,8.2275,46.8182
1985,5,Ireland,10.404301075268817,6.744565217391305,14.381720430107526,209.7,27.0,0.0,2.796,215.2753623188406,16.91,-7.3055,53.77980000000001
1985,5,Switzerland,12.719354838709679,8.291397849462365,17.67849462365591,332.0,42.9,0.0,3.5698924731182795,225.0,7.209999999999999,8.2275,46.8182
1985,6,Ireland,12.3,8.304444444444444,16.286666666666665,238.8,22.1,0.0,3.2270270270270274,233.8955223880597,17.336666666666666,-7.3055,53.779799999999994
1985,6,Switzerland,14.975,9.73,20.434444444444445,358.4,30.1,0.0,3.982222222222222,269.5,7.357142857142857,8.2275,46.8182
1985,7,Ireland,14.691397849462366,11.380434782608695,18.391397849462365,240.29999999999998,37.9,0.0,3.161842105263158,250.14864864864865,16.573626373626375,-7.3055,53.77980000000001
1985,7,Switzerland,19.951612903225808,14.181720430107529,25.735483870967744,189.7,28.9,0.0,2.039784946236559,,6.345454545454545,8.2275,46.8182
1985,8,Ireland,13.235483870967743,10.193406593406594,16.752173913043478,479.8,39.1,0.0,5.452272727272727,231.78947368421052,22.220238095238095,-7.3055,53.77980000000001
1985,8,Switzerland,17.683870967741935,12.121505376344086,24.31505376344086,200.9,29.7,0.0,2.160215053763441,,6.876470588235295,8.2275,46.8182
1985,9,Ireland,14.33,11.012222222222222,17.87666666666667,227.1,53.1,0.0,2.83875,216.39344262295083,17.94651162790698,-7.3055,53.779799999999994
1985,9,Switzerland,15.666666666666666,10.383333333333333,22.57777777777778,91.3,21.0,0.0,1.0144444444444445,78.0,5.38421052631579,8.2275,46.8182
1985,10,Ireland,11.226666666666667,8.065168539325843,13.977777777777778,127.7,20.6,0.0,1.59625,171.36206896551724,15.057831325301205,-7.3055,53.77980000000001
1985,10,Switzerland,10.266129032258064,6.002150537634409,15.444086021505376,18.1,4.7,0.0,0.1946236559139785,,6.665217391304348,8.2275,46.8182
1985,11,Ireland,5.323333333333333,1.3459770114942529,8.433720930232557,158.4,18.0,0.0,2.0050632911392405,189.71014492753622,15.980952380952383,-7.3055,53.779799999999994
1985,11,Switzerland,1.8416666666666666,-0.6644444444444444,4.726666666666667,246.6,35.9,0.0,2.7399999999999998,87.83333333333333,9.405555555555557,8.2275,46.8182
1985,12,Ireland,7.209677419354839,3.9857142857142858,9.347777777777777,487.7,114.0,0.0,5.5420454545454545,202.96103896103895,21.015116279069765,-7.3055,53.77980000000001
1985,12,Switzerland,2.9741935483870967,0.3118279569892473,6.897849462365591,154.3,32.0,0.0,1.6591397849462366,33.5,7.070833333333333,8.2275,46.8182
1986,1,Ireland,4.9107526881720425,1.4337078651685393,7.502222222222223,336.3,20.1,0.0,3.91046511627907,228.5897435897436,24.25862068965517,-7.3055,53.77980000000001
1986,1,Switzerland,1.0177419354838708,-1.3150537634408601,4.511827956989247,357.0,28.8,0.0,3.838709677419355,225.0,10.490909090909092,8.2275,46.8182
1986,2,Ireland,1.7357142857142858,-0.5185185185185185,3.693827160493827,20.0,4.4,0.0,0.2857142857142857,77.21739130434783,24.844155844155843,-7.3055,53.7798
1986,2,Switzerland,-3.692857142857143,-6.458333333333333,-1.4404761904761905,164.4,34.2,0.0,1.9571428571428573,67.0,10.116666666666667,8.2275,46.8182
1986,3,Ireland,5.950537634408602,2.2934782608695654,9.604301075268818,293.7,22.1,0.0,3.375862068965517,215.5,26.218181818181815,-7.3055,53.77980000000001
1986,3,Switzerland,3.8225806451612905,0.1817204301075269,8.719354838709677,158.8,17.6,0.0,1.7075268817204303,177.75,9.375,8.2275,46.8182
1986,4,Ireland,5.923333333333334,2.0188888888888887,9.71888888888889,157.0,9.9,0.0,1.8255813953488371,189.68493150684932,19.102247191011234,-7.3055,53.779799999999994
1986,4,Switzerland,6.3566666666666665,3.4444444444444446,10.495555555555557,481.9,49.5,0.0,5.354444444444444,125.33333333333333,10.415384615384616,8.2275,46.8182
1986,5,Ireland,9.987096774193548,6.7760869565217385,13.525,294.9,24.9,0.0,3.42906976744186,213.30864197530863,25.043023255813953,-7.3055,53.77980000000001
1986,5,Switzerland,14.706451612903225,9.978494623655914,20.46451612903226,317.4,37.0,0.0,3.4129032258064513,160.0,6.495,8.2275,46.8182
1986,6,Ireland,13.523333333333332,9.796511627906977,17.467415730337077,185.6,27.9,0.0,2.6514285714285712,202.35849056603774,15.810126582278482,-7.3055,53.779799999999994
1986,6,Switzerland,16.453333333333333,11.314444444444446,22.288888888888888,232.0,26.4,0.0,2.577777777777778,42.5,7.6157894736842096,8.2275,46.8182
1986,7,Ireland,14.803225806451614,11.736559139784946,18.153763440860214,165.8,40.4,0.0,2.210666666666667,255.88524590163934,15.582558139534882,-7.3055,53.77980000000001
1986,7,Switzerland,18.5258064516129,12.84731182795699,24.70967741935484,229.4,37.1,0.0,2.466666666666667,119.5,8.086666666666666,8.2275,46.8182
1986,8,Ireland,12.518279569892474,8.75,16.235869565217392,463.3,85.1,0.0,5.515476190476191,234.94736842105263,16.773809523809526,-7.3055,53.77980000000001
1986,8,Switzerland,17.529032258064515,12.626881720430108,23.69677419354839,351.4,27.3,0.0,3.778494623655914,127.0,6.795238095238095,8.2275,46.8182
1986,9,Ireland,11.812222222222221,7.301123595505618,16.045555555555556,10.2,2.0,0.0,0.13783783783783782,201.3653846153846,12.045121951219512,-7.3055,53.779799999999994
1986,9,Switzerland,14.388333333333332,9.607777777777779,19.86777777777778,133.8,30.7,0.0,1.4866666666666668,44.0,6.123529411764705,8.2275,46.8182
1986,10,Ireland,10.944086021505376,6.901123595505618,14.508988764044943,234.6,20.7,0.0,2.7928571428571427,216.5737704918033,19.19294117647059,-7.3055,53.77980000000001
1986,10,Switzerland,10.912903225806453,7.541935483870968,16.32150537634409,197.3,23.9,0.0,2.121505376344086,225.0,5.343478260869565,8.2275,46.8182
1986,11,Ireland,8.187777777777777,4.316279069767441,11.16896551724138,319.5,25.9,0.0,3.9444444444444446,224.66197183098592,23.350602409638554,-7.3055,53.779799999999994
1986,11,Switzerland,4.986666666666666,2.102222222222222,9.576666666666666,125.5,13.0,0.0,1.3944444444444444,23.5,6.013636363636365,8.2275,46.8182
1986,12,Ireland,6.433333333333333,2.4613636363636364,9.274725274725276,433.1,26.9,0.0,4.9781609195402305,236.8235294117647,23.08641975308642,-7.3055,53.77980000000001
1986,12,Switzerland,1.7338709677419355,-0.1849462365591398,4.740860215053763,223.1,19.6,0.0,2.3989247311827957,230.66666666666666,7.126315789473685,8.2275,46.8182
1987,1,Ireland,4.296774193548387,0.9564705882352941,6.090361445783133,142.79999999999998,27.9,0.0,1.7849999999999997,149.671875,19.105405405405406,-7.3055,53.77980000000001
